,mean,median,min,max,variance,brand
4063,-0.0006958829261618568,-0.000436421365162131,-0.06333910524940882,0.09737252623185048,0.0005089829790536195,信越化学工業
4151,-0.001165664176570075,-0.0030800801951581776,-0.047843432486908206,0.0503915274290362,0.0003985552335894305,協和キリン
4183,0.0005853517925106928,0.001545994980556176,-0.03895229890361674,0.0755420054200542,0.0004995316799842517,三井化学
4188,-0.000500500398804106,-0.0019026687122064196,-0.0627359824517745,0.06612956953878768,0.0003709451203615586,三菱ケミカルホールディングス
4208,0.0004643670983351519,-0.0004951869977329237,-0.04635760408017303,0.042345334152969066,0.0002658637511816394,ＵＢＥ
4324,0.000794511563933223,0.0005107146257325222,-0.06390135089934901,0.07317071204538793,0.0005661936117217034,電通グループ
4452,-0.001167159001962201,-0.0037753774624329117,-0.0635253102936453,0.036210062504262105,0.00028140669956493484,花王
4502,0.0018012118206914968,0.0,-0.031860776439089696,0.03462943770318659,0.00012785012816656955,武田薬品工業
4503,0.0013070045310473787,0.00025788447581137446,-0.038759684649700483,0.05795574288724974,0.0003226940709346877,アステラス製薬
4506,-0.0017877972913076022,-0.0013082372001166952,-0.08023159636062861,0.052073288331726135,0.0006009580936672074,住友ファーマ
4507,-0.0014342299032975118,-0.0020578109415278854,-0.1114247311827957,0.10331417851878792,0.0007866234591963981,塩野義製薬
4519,-0.0005931796293399261,-0.0020184015280267104,-0.06356134721281383,0.05279417371344279,0.00035464094316164214,中外製薬
4523,-0.002020905867247159,-0.0026475272849958023,-0.05441027374112876,0.03971052143254778,0.0002766102824002976,エーザイ
4543,-0.0016917944462374432,0.00014227070750845875,-0.08955530568618114,0.05160947060388401,0.0004508106744733542,テルモ
4568,0.001271913069065352,-0.0008746476178963799,-0.05057688632840976,0.09550887052924845,0.0006760576194006992,第一三共
4578,0.00047924763500999893,9.975239754644616e-07,-0.03267045073019658,0.04004766991815331,0.00020152647236855914,大塚ホールディングス
4631,-0.001258455505251982,-0.0025340107064001516,-0.10076739101604998,0.052441232100954506,0.000390053531318103,ＤＩＣ
4689,-0.0042763885333612075,-0.0032480428706664426,-0.09832875628943238,0.06712280570220465,0.0007305688388016548,Ｚホールディングス
4704,0.0017319163718368762,0.0013996356441849987,-0.037868162692847124,0.05625,0.00028815345545252994,トレンドマイクロ
4751,-0.00269140248062748,-0.0018426680775593543,-0.1601423487544484,0.07275541795665634,0.0009635342462792697,サイバーエージェント
4901,-0.0018687950083490122,-0.003342958635981246,-0.05076860492094424,0.05739722997795184,0.00031854203612399794,富士フイルムホールディングス
4902,-0.0012493935954818447,0.0,-0.088659793814433,0.04555312420709186,0.0004365475471922493,コニカミノルタ
4911,-0.0012445073808927277,-0.0016324106995097435,-0.09285834665145166,0.06767042209899264,0.0006595656458398954,資生堂
5019,0.0021926656542840014,0.003192354731315478,-0.09353843855949802,0.06841336888802751,0.0006134149975778641,出光興産
5020,0.002292848747672209,0.0023370070960102617,-0.053631783186785305,0.06466812035766875,0.00022600366401376922,ＥＮＥＯＳホールディングス
5101,-0.0004048670602218243,0.0017708114749488283,-0.052975818717383064,0.06105006299522256,0.00048657942665377807,横浜ゴム
5108,0.0006455563139847337,0.0009127190973169196,-0.0891974101611162,0.07386247952569507,0.00044649003764233604,ブリヂストン
5201,-0.0006047338932960251,0.0005076310715374544,-0.09717868338557993,0.09430255094787995,0.0005954489434177211,ＡＧＣ
5202,-0.002044900421797558,0.0020187423014064775,-0.08353221957040573,0.08579088471849866,0.0007462422573733588,日本板硝子
5214,-0.000550786634214175,-0.001267418319552251,-0.03860852877577939,0.047906602901579394,0.00023101672936733434,日本電気硝子
5232,-0.00044760319422004687,-0.0029154522293025555,-0.04962405250889725,0.18448023426061494,0.0006740471553704903,住友大阪セメント
5233,-0.0012720779074236702,-0.0012294068030793404,-0.07494357018621754,0.039525691699604744,0.000350301114859789,太平洋セメント
5301,-0.0007257041634601419,-0.0016767208345110146,-0.07649771651416998,0.07200000176047194,0.0007077680819089409,東海カーボン
5332,-0.0014218809885908098,-0.0021550180367050802,-0.05010231002696765,0.08482144724798468,0.0004981566084742025,ＴＯＴＯ
5333,0.00011993422880701395,-0.0005649384404334233,-0.05875298347683945,0.044722719141323794,0.00029806440654448743,日本碍子
5401,0.0022425470573201652,0.00450298306119231,-0.07078834379089106,0.06938354397730204,0.0005306306958916099,日本製鉄
5406,0.0025814330426475332,0.002306897176784153,-0.08443709154693914,0.15732368896925858,0.0007219938401937874,神戸製鋼所
5411,0.0013434254495847528,0.0006255058232404775,-0.08039333253918735,0.09044257092825979,0.0005703595773185004,ジェイ　エフ　イー　ホールディングス
5541,0.004258231105049492,0.005796743079857098,-0.21875,0.12883431956896169,0.0024421773392400118,大平洋金属
5631,-0.0011479933327412683,-0.005052860410679537,-0.18791946308724833,0.14623000761614624,0.0017995798004277483,日本製鋼所
5703,-0.00040523306850240667,0.0003094059405940594,-0.07819381794243228,0.03932584269662921,0.00033541280458418323,日本軽金属ホールディングス
5706,0.0014261316353549455,0.0029696424651950316,-0.05873929537259615,0.05801527387397207,0.00043908496348636915,三井金属鉱業
5707,0.0013299156658114918,0.001677747220401861,-0.1319148370758469,0.08088239290555588,0.0013317056542895215,東邦亜鉛
5711,0.0005317290587353588,0.0022244142269598867,-0.08604029375681004,0.08115797790134002,0.0004625373892481601,三菱マテリアル
5713,0.0028037704987376342,0.004356478000324871,-0.09983334919485651,0.0576156967025503,0.0007234892735310184,住友金属鉱山
5714,0.00030536709642456426,0.0018526959729162394,-0.13064833005893908,0.06481483164662442,0.0008353072317473004,ＤＯＷＡホールディングス
5801,-0.00017826862647182473,-0.0017754741788254759,-0.059268638141238346,0.05374823196605375,0.0003531521466126003,古河電気工業
5802,-0.0002268874916578668,0.00015827684144181244,-0.08775009365318528,0.04671074730933618,0.0004415786072740405,住友電気工業
5803,0.004113893712671682,0.0017469182519987904,-0.06956513951376492,0.16778523489932887,0.001396462033967446,フジクラ
6098,-0.0037586799170150433,-0.0033028802135645153,-0.12456626585273217,0.08599014661455316,0.001150708296976998,リクルートホールディングス
6103,0.0007194574792898884,-0.001953154802777142,-0.05303033459093215,0.07953340402969247,0.0005022542770634275,オークマ
6113,-0.0007471576237792835,-0.00042482275794067576,-0.05650854919428701,0.04069176487624479,0.00032792688946683426,アマダ
6178,0.0010236674965609083,-0.00016091470209734235,-0.03870649096042387,0.05011135857461024,0.00018283305819991782,日本郵政
6301,0.002392887808946844,0.0022689644995583496,-0.0470508012274122,0.08516714261716782,0.00048191175792635087,小松製作所
6302,0.0014167745523918985,0.0027771447723694666,-0.058924295355333854,0.03686807653959291,0.00029593442506666565,住友重機械工業
6305,-0.00026025216158271296,0.0019003709321862385,-0.16987449408383057,0.05656189713712922,0.0007683147277879846,日立建機
6326,-0.000511925535422466,0.0017859979293779105,-0.12616624257845632,0.04904571682201509,0.0005130738751430659,クボタ
6361,-0.0014422150638449668,-6.914806978758998e-06,-0.05136987436173397,0.04864858582395295,0.0005485278625024675,荏原製作所
6367,-0.0019693625633502936,-0.0018756904118537175,-0.049806572868688115,0.06791910041828149,0.0005068134080306368,ダイキン工業
6471,0.0007254316833375762,0.0,-0.10682107557771546,0.05593451568894952,0.0005650104614888889,日本精工
6472,0.0018519568194157346,0.003816793893129771,-0.06986899563318777,0.11682242990654206,0.0007543196416589623,ＮＴＮ
6473,0.00026880055208140926,-0.0020335645407389786,-0.05947136429257154,0.05504587155963303,0.0005118530281917331,ジェイテクト
6479,-0.0028512372638238265,-0.0056908916413356495,-0.052500876819252834,0.05239386158370323,0.0005319947941310628,ミネベアミツミ
6501,0.0008741184943935033,-0.0004940208475218472,-0.06898499412304528,0.06719367588932806,0.0005683461389833715,日立製作所
6503,-4.48333702614607e-05,0.001042422480308279,-0.054810236345985516,0.057938299473288185,0.00031314450439707837,三菱電機
6504,8.51058517837231e-05,0.0,-0.08507218798780876,0.10428309021833017,0.0006833070355422524,富士電機
6506,-0.002216325326964644,-0.0011096464301488464,-0.06294963917559014,0.07077625570776255,0.0004730242329661119,安川電機
6645,-0.004058321012830706,-0.0051574910602344304,-0.06998874595153887,0.060383898377516086,0.0005374521542007842,オムロン
6674,-0.0015402334745821878,-0.0022815119254488373,-0.07732869552950673,0.1002935470849488,0.00058152644426458,ジーエス・ユアサ　コーポレーション
6701,0.00011864476539206593,-0.0026505870988452647,-0.05792680940856678,0.11011236204044413,0.0005495732541846666,日本電気
6702,0.00013924218267923345,-0.003938952975577246,-0.09946556515807797,0.06275582826032762,0.0006753553857331091,富士通
6703,-0.0012995819953433461,2.4473528936808965e-06,-0.09930715935334873,0.0434782468125816,0.00039269523580752724,沖電気工業
6724,0.0007964930747955153,0.0019373343560507468,-0.04461369887356787,0.08760245901639344,0.00038799390884649096,セイコーエプソン
6752,-0.0007265712464855762,0.0011073714931274714,-0.06862743767596835,0.06881412063393412,0.0003599710716021469,パナソニック　ホールディングス
6753,-0.0013991557517588661,0.0,-0.1012176635475656,0.0515563776214075,0.0005685039236218808,シャープ
6758,-0.0015324282524985405,0.0002173913043478261,-0.1278988080005026,0.08043870711116072,0.0007630843334521816,ソニーグループ
6762,0.00031226495795626594,-0.0005488506889001905,-0.06544206630332046,0.11219506151186963,0.0007929587935719411,ＴＤＫ
6770,0.0028706144379668404,-0.0008381306396739921,-0.039383561643835614,0.1735849398410944,0.0008618495006857399,アルプスアルパイン
6841,0.0013537334163361912,-0.002030013676466209,-0.043499026153933196,0.12805181863477827,0.0005791998894967407,横河電機
6857,-0.0019347121762876643,0.0012160033522037868,-0.0696937837304681,0.0771028168954195,0.0007892466775778666,アドバンテスト
6861,-0.0032997428395056348,-0.0012772034194898098,-0.07885036530664913,0.06177411752460575,0.0006482343443535647,キーエンス
6902,-0.001485348459990062,-0.004081273859754872,-0.07304929393383097,0.09721456150027578,0.0006721971114104533,デンソー
6952,-0.0017887552076593604,0.0007642744392073244,-0.13849590469099032,0.04460667369262258,0.0005808300820793036,カシオ計算機
6954,-0.0011984463186341927,0.0007808782684846666,-0.07720591473688582,0.07113823116405799,0.0005355714231676238,ファナック
6971,0.0003669311113789625,-0.00021439573281568605,-0.03923400488856043,0.03982881201028339,0.0002211697290324912,京セラ
6976,-0.002085993672736075,-0.001960815200922755,-0.0910652727904797,0.060263704227995624,0.0007675332649635104,太陽誘電
6981,-0.0008788608003945325,-0.0008539122147926864,-0.059190384250719714,0.05234795996920708,0.0004249118272861124,村田製作所
6988,0.0007284043791531136,-0.0011337116799629986,-0.06923952266613223,0.06707312258122773,0.0004189491743153259,日東電工
7003,-1.8321105036974367e-05,0.0,-0.09923664122137404,0.06116207951070336,0.0005445948692806916,三井Ｅ＆Ｓホールディングス
7004,0.0007692278596594454,-0.0006570033476777299,-0.07628291364081945,0.14641288433382138,0.0007850830845732207,日立造船
7011,0.006685926881930074,0.004284901873228861,-0.03024989039894783,0.053169734151329244,0.0003678685861033,三菱重工業
7012,0.002733020829168066,0.0008155334191737091,-0.04371816638370119,0.059944422389837236,0.0004420367542737078,川崎重工業
7013,0.005588877806871811,0.003348585278259478,-0.056175647631097926,0.10046435973011761,0.0006452062247265821,ＩＨＩ
7186,0.0010353261603584247,0.0,-0.05443545473566088,0.05681817135501597,0.0003944888936808739,コンコルディア・フィナンシャルグループ
7201,-0.0004557131559617427,-0.0004468389217764595,-0.0637097158775923,0.086112451057562,0.0007408745160296947,日産自動車
7202,0.0013326152963128815,0.0023894364403346992,-0.09126723916554365,0.07913109585476788,0.0006067099057370651,いすゞ自動車
7203,0.00017809125804861165,-0.00033585167827082115,-0.0653495377924692,0.05418585032380709,0.00044475796164232236,トヨタ自動車
7205,-0.0024819638641417996,0.0014394579111199415,-0.16759772458260094,0.05965462880477393,0.0010537323283373943,日野自動車
7211,0.0018490354949863093,0.0028172348484848484,-0.05846153846153846,0.0622568093385214,0.000731057070719877,三菱自動車工業
7261,0.002193492511184545,0.0022549090743627202,-0.07891492962262686,0.05654761904761905,0.0005891158821669504,マツダ
7267,0.0003568009935136463,0.00030312552323327773,-0.04496298164045905,0.056123936564797625,0.00037250774034251917,本田技研工業
7269,-0.0009681443703396001,0.0005807019805274515,-0.08668734526467434,0.08849304140211173,0.0006030274707029682,スズキ
7270,0.0012736895232649333,-0.0006294588372832159,-0.04891300278184425,0.058671491341431896,0.00042924877257360667,ＳＵＢＡＲＵ
7272,-0.0005168714252228748,-0.0001826928266263308,-0.09107150320347476,0.056571703725983545,0.000557437399178942,ヤマハ発動機
7731,0.0031500595049919816,0.002718704698072832,-0.05487805602410725,0.07547169811320754,0.0005820749363135045,ニコン
7733,0.0005679276033318449,0.0,-0.12218773068373277,0.11235216819973719,0.0009746278711969936,オリンパス
7735,-0.00013754916032711592,0.0,-0.06678378601932118,0.061728390370539815,0.0007417152567157327,ＳＣＲＥＥＮホールディングス
7751,0.0017386469677053552,0.0020641916143207813,-0.03566148805281043,0.03781187260830228,0.0001718385589552407,キヤノン
7752,0.0008682939746604713,0.0028885545888924606,-0.06575073089818856,0.07230143309456813,0.0005956692034764418,リコー
7762,0.001601994601340041,0.0,-0.05758157389635317,0.15071283095723015,0.0006121604092359147,シチズン時計
7832,0.0006758039191031164,0.00032481593763534,-0.060016426662765764,0.06575166379164285,0.000424549948700904,バンダイナムコホールディングス
7911,0.001612457966922945,0.0034560464956179945,-0.03588070931251215,0.06341694273544723,0.00029846567819092647,凸版印刷
7912,0.00045377252033602396,0.0003346585326693461,-0.034590079356001176,0.04876297661439861,0.0002782209235795561,大日本印刷
7951,-0.0004960567645506398,0.0,-0.047169767599646896,0.0441025924213221,0.00035004124636314553,ヤマハ
7974,0.0010913323467844143,0.0001783439182269121,-0.04251757616337462,0.04355888238773365,0.0002888989365320232,任天堂
8001,0.0008321439663245954,-3.792787067357381e-06,-0.0474593758060356,0.05464003228693357,0.00024247927020317543,伊藤忠商事
8002,0.0024436921995954534,0.0033156495921856707,-0.059650431028538196,0.04604198289555779,0.00041052122055330566,丸紅
8015,-0.00023517167496558096,0.0,-0.06703296703296703,0.07192575406032482,0.0006536186856311667,豊田通商
8031,0.0021405003404336895,0.0033535630186459025,-0.04836759371221282,0.06317803209134795,0.0003984452940188579,三井物産
8035,-0.0011642960983452497,0.000359856421746912,-0.06198007485954645,0.05794390368335644,0.0006752992590562633,東京エレクトロン
8053,0.001485091852660554,0.002186142715001925,-0.08922476840565578,0.057170727391095154,0.00030638394204022526,住友商事
8058,0.0022644304872308577,0.0022178185076210514,-0.04929739691315365,0.06890132118981875,0.0003671857696491674,三菱商事
8233,0.002106134820678847,0.0,-0.03672316384180791,0.049,0.00032717984682417977,高島屋
8252,0.0013231833849160326,0.001623161584298868,-0.038651715719514146,0.0944954128440367,0.00037498469600679205,丸井グループ
8253,0.002995215702986133,0.001546791335097449,-0.05344494526722473,0.20718025430067316,0.0007674283641122133,クレディセゾン
8267,-0.0011845993307975544,-0.0022496708991713325,-0.057023318759264606,0.03953084274543875,0.00027577964498339013,イオン
8303,0.00038711439060704777,-0.0011949053100025237,-0.049079754601226995,0.05456171735241502,0.00044426977046919925,新生銀行
8304,0.0005621567213172404,-0.0009660987702986623,-0.060569594865623744,0.044915254237288135,0.00023036587552139167,あおぞら銀行
8306,0.0016081260263050426,0.0007408450764492656,-0.0326999726155429,0.05636582024724893,0.00031506390021145185,三菱ＵＦＪフィナンシャル・グループ
8308,0.0008005286564690397,0.0014691762428417597,-0.06246365122605469,0.04766388164054869,0.00040179484200631344,りそなホールディングス
8309,0.00019396083443709382,-0.0015330916964475094,-0.048091603053435114,0.03765478898155168,0.00027230628074215087,三井住友トラスト・ホールディングス
8316,3.708369921495012e-05,-0.0003606787630817615,-0.05515649050795279,0.04411366711772666,0.0002488106923731724,三井住友フィナンシャルグループ
8331,0.00029808079920654246,0.000646830530401035,-0.06779661016949153,0.043835616438356165,0.00041898858590090556,千葉銀行
8354,0.0016531473457569704,0.0027442257439228507,-0.06435436690346845,0.047973917093619006,0.00039367744139183323,ふくおかフィナンシャルグループ
8355,-0.0005928105093063746,0.0011871280097393814,-0.06557377049180328,0.04081632653061224,0.000306619350842189,静岡銀行
8411,0.0004349586702053367,-0.0009624653433261147,-0.02965299684542587,0.032634833390587425,0.00018716312867706554,みずほフィナンシャルグループ
8601,-0.0003214464733690189,0.0011229677346481478,-0.05721433007387597,0.033907761592396765,0.00026418766670957555,大和証券グループ本社
8604,0.00014501913597036225,0.0016440670510935523,-0.04540046426167093,0.06818637148476214,0.0002700814510753468,野村ホールディングス
8628,0.0003608899371482794,0.0011905031860132884,-0.025,0.029525032092426188,8.996698225381102e-05,松井証券
8630,0.0020060344123762337,0.0010243863627322275,-0.049620548744892,0.07930558295521799,0.0003991308155337245,ＳＯＭＰＯホールディングス
8697,-0.0018860427388041167,-0.0019207343440954543,-0.06405163853028799,0.04828551434569629,0.0003766718007550998,日本取引所グループ
8725,0.0015158836217225111,0.0003736113982100339,-0.057807627728472054,0.0672358591248666,0.0003472339741668615,ＭＳ＆ＡＤインシュアランスグループホールディングス
8750,0.001184858115426058,0.0013649339347313824,-0.052133697708639896,0.059936280366387894,0.0005000966208758063,第一生命ホールディングス
8766,0.0016592266272247172,0.0008044209181547088,-0.040610687022900764,0.07637864936596873,0.00034501135475689665,東京海上ホールディングス
8795,0.00034422051036722706,0.000952940245482072,-0.06311274509803921,0.06424581005586592,0.0005860725086074585,Ｔ＆Ｄホールディングス
8801,0.0022403171025936613,0.0036523530132745014,-0.03314818132951084,0.05407689057879172,0.00029569004064553136,三井不動産
8802,0.0020309837531732504,0.0016325280472158183,-0.03145611364789447,0.0507791509940892,0.00024069220856311142,三菱地所
8804,0.0005136705119506811,0.0005621435649571266,-0.04189944134078212,0.03637447823494335,0.0002370467042554452,東京建物
8830,0.0007624325628805487,0.000287825690799823,-0.04699300699300699,0.05972584856396867,0.000397883800706606,住友不動産
9001,0.0011744098420598396,-0.000564334085778781,-0.03149350649350649,0.04548540393754243,0.00018959173090643119,東武鉄道
9005,-0.00028441701880164863,-0.001873076402911555,-0.03682170542635659,0.038943894389438946,0.0002543843138117553,東急
9007,-0.0021013757563007147,-0.001151152972233061,-0.05530642750373692,0.047244094488188976,0.0004019810150203455,小田急電鉄
9008,-0.001519502507469401,0.0,-0.05765407554671968,0.062135922330097085,0.00039738628227602965,京王電鉄
9009,0.0011336140472764996,-0.0014743397521979288,-0.05217391304347826,0.065625,0.00044873022425918956,京成電鉄
9020,-0.00033175024904729197,-0.0014186509745510174,-0.03796518607442977,0.05592909535452323,0.00025889247425905617,東日本旅客鉄道
9021,0.00026591202824114086,-0.002229120682435708,-0.029856609703398155,0.048270147089289415,0.00026732713597375036,西日本旅客鉄道
9022,0.0007330095904855082,0.0001514692517418964,-0.04169318905155952,0.037123745819397994,0.00024474766273609313,東海旅客鉄道
9064,-0.0017520328492723518,0.00022748805107405197,-0.12072434607645875,0.035615171137835334,0.00037006004176104267,ヤマトホールディングス
9101,0.002383118836877093,0.006097649096656048,-0.09336099585062241,0.07228915662650602,0.00120837869247235,日本郵船
9104,0.0020420490430527564,0.00430103990475802,-0.08096742840595426,0.09589034723636622,0.00108308804932311,商船三井
9107,0.0045092942809721575,0.0005681818181818182,-0.1361111111111111,0.09646302250803858,0.0019928216407019504,川崎汽船
9202,0.0007012006018757359,-0.00039880358923230307,-0.05631435175457029,0.062149241321970486,0.00040786886765476827,ＡＮＡホールディングス
9301,0.0006608981973704831,-0.0005289517195975729,-0.02483564645726808,0.05318352059925094,0.00022444037671078424,三菱倉庫
9432,0.002315044815243731,0.0019841089986849763,-0.024802398473698556,0.040398450470392915,0.00013055521351692005,日本電信電話
9433,0.002901778775544863,0.002350382173900542,-0.041194892796916405,0.03908641393925123,0.00015282673412818744,ＫＤＤＩ
9434,0.0002502746795125358,0.001040583853083853,-0.05946481665014866,0.025453277545327755,0.00013854535327422274,ソフトバンク
9501,0.0056427715542310105,0.0,-0.0700280112044818,0.16230366492146597,0.001249372983454739,東京電力ホールディングス
9502,0.000653839070355093,-0.0008669855509924298,-0.08359872611464968,0.07404393816110659,0.0002991822080606017,中部電力
9503,0.001525383080942584,-0.0008140064749611873,-0.039595619208087615,0.050643776824034335,0.00022666640335478934,関西電力
9531,0.002271408703475269,0.00264314895790112,-0.03560830860534125,0.06680942184154176,0.0002585350941034087,東京瓦斯
9532,0.002528413256831695,0.003478155560115867,-0.05435759209344115,0.051098162259076645,0.0002478102899466968,大阪瓦斯
9602,0.0006847776084692126,0.0021497311565870695,-0.05497923868512654,0.08779931584948689,0.00032900450633848154,東宝
9613,-0.0017120023462302387,0.0017572471028544476,-0.09850483729111698,0.06855439642324888,0.0006454814199635811,エヌ・ティ・ティ・データ
9735,0.0008675525764745035,0.002259557783174219,-0.112087441063009,0.02861553075279031,0.0002695262432384874,セコム
9766,0.004651705310041903,0.003289615059524662,-0.0730816077953715,0.11707317073170732,0.0006032229701709999,コナミホールディングス
9983,-0.0001476128027645553,-0.002585274689135536,-0.06262230919765166,0.08832913518052057,0.0006729645746036194,ファーストリテイリング
9984,0.00022079766838267514,-0.0005768121515093252,-0.0899922420480993,0.12224448897795591,0.001143838575351741,ソフトバンクグループ
